x,y,reward,collision
-14.78,48.44,6.75,
-15.12,47.37,6.70,
-15.64,46.40,6.52,
-16.34,45.56,6.53,
-17.34,44.73,6.64,
-18.18,44.01,6.55,
-19.05,43.03,6.49,
-19.66,41.89,6.34,
-19.98,40.65,6.43,
-20.03,39.59,6.41,
-19.88,38.53,6.26,
-19.56,37.51,6.54,
-19.21,36.48,6.57,
-18.78,35.48,6.52,
-18.38,34.46,6.62,
-17.88,33.48,6.52,
-17.22,32.61,6.40,
-16.23,31.77,6.45,
-15.28,31.27,6.47,
-14.25,30.95,6.39,
-13.18,30.84,6.47,
-11.89,30.94,6.66,
-10.80,31.06,6.58,
-9.74,31.33,6.56,
-8.74,31.77,6.63,
-7.74,32.25,6.57,
-6.82,32.86,6.44,
-5.89,33.78,6.55,
-5.13,34.59,6.72,
-4.50,35.50,6.65,
-3.99,36.71,6.52,
-3.79,37.99,6.46,
-3.84,39.07,6.30,
-4.10,40.10,6.41,
-4.60,41.30,6.60,
-4.93,42.11,6.62,
-5.31,42.90,6.48,
-6.01,44.01,6.65,
-6.49,45.00,6.50,
-6.81,46.04,6.58,
-6.90,47.13,6.57,
-6.79,48.22,6.35,
-6.39,49.45,6.41,
-5.85,50.38,6.41,
-5.17,51.22,6.41,
-4.38,52.27,6.60,
-3.78,53.44,6.53,
-3.51,54.48,6.46,
-3.44,55.55,6.38,
-3.58,56.61,6.36,
-4.01,57.81,6.36,
-4.56,58.72,6.36,
-5.28,59.51,6.27,
-6.32,60.26,6.34,
-7.29,60.69,6.42,
-8.33,60.93,6.35,
-9.61,60.95,6.33,
-10.89,60.75,6.50,
-11.97,60.60,6.62,
-13.07,60.46,6.63,
-14.17,60.32,6.74,
-15.49,60.11,6.70,
-16.58,59.84,6.80,
-17.68,59.60,6.83,
-19.00,59.30,6.63,
-20.09,59.06,6.72,
-21.19,58.83,6.75,
-22.31,58.74,6.73,
-23.42,58.79,6.76,
-24.54,58.81,6.77,
-25.65,58.69,6.55,
-26.71,58.38,6.56,
-27.84,57.74,6.52,
-28.66,57.03,6.45,
-29.31,56.18,6.46,
-29.93,55.05,6.61,
-30.46,54.08,6.42,
-30.88,53.08,6.48,
-31.11,52.02,6.44,
-31.13,50.94,6.37,
-30.94,49.89,6.28,
-30.55,48.90,6.41,
-29.98,47.98,6.32,
-29.13,47.01,6.58,
-28.41,46.17,6.57,
-27.61,45.43,6.57,
-26.50,44.75,6.45,
-25.49,44.41,6.44,
-24.42,44.22,6.61,
-23.11,44.05,6.44,
-22.02,44.08,6.47,
-20.97,44.34,6.50,
-19.80,44.89,6.50,
-18.92,45.53,6.56,
-18.04,46.19,6.52,
-17.14,47.14,6.51,
-16.58,48.06,6.43,
-16.21,49.07,6.36,
-16.04,50.34,6.46,
-16.15,51.62,6.40,
-16.43,52.66,6.47,
-16.74,53.70,6.61,
-17.14,54.72,6.66,
-17.62,55.95,6.66,
-18.17,56.91,6.44,
-19.03,57.89,6.53,
-19.92,58.53,6.56,
-20.91,58.99,6.44,
-21.95,59.25,6.41,
-23.03,59.31,6.43,
-24.09,59.17,6.40,
-25.29,58.73,6.41,
-26.20,58.17,6.31,
-26.99,57.44,6.45,
-27.63,56.58,6.37,
-28.16,55.40,6.52,
-28.40,54.35,6.51,
-28.44,53.26,6.54,
-28.27,52.19,6.43,
-27.89,51.18,6.44,
-27.34,50.26,6.35,
-26.48,49.28,6.48,
-25.72,48.49,6.58,
-24.68,47.69,6.51,
-23.69,47.24,6.54,
-22.42,46.96,6.52,
-21.33,46.95,6.35,
-20.27,47.15,6.51,
-19.07,47.65,6.48,
-18.15,48.25,6.61,
-17.06,49.01,6.53,
-16.27,49.77,6.54,
-15.56,50.87,6.48,
-15.18,51.88,6.39,
-14.99,52.94,6.42,
-15.04,54.22,6.44,
-15.30,55.26,6.37,
-15.76,56.23,6.36,
-16.48,57.30,6.67,
-17.09,58.21,6.67,
-17.80,59.06,6.60,
-18.64,59.76,6.50,
-19.60,60.27,6.48,
-20.85,60.62,6.39,
-21.92,60.69,6.35,
-22.97,60.56,6.39,
-24.22,60.20,6.49,
-25.26,59.90,6.49,
-26.27,59.49,6.53,
-27.35,58.77,6.39,
-28.09,57.99,6.32,
-28.67,57.08,6.47,
-29.07,56.08,6.39,
-29.29,54.81,6.35,
-29.24,53.75,6.49,
-29.00,52.69,6.45,
-28.45,51.51,6.48,
-27.80,50.65,6.50,
-26.82,49.80,6.42,
-25.87,49.27,6.38,
-24.84,48.94,6.44,
-23.76,48.80,6.31,
-22.69,48.87,6.53,
-21.64,49.15,6.52,
-20.65,49.62,6.46,
-19.78,50.27,6.40,
-18.92,51.25,6.37,
-18.30,52.39,6.53,
-17.99,53.44,6.55,
-17.89,54.52,6.43,
-18.04,55.82,6.55,
-18.39,56.85,6.49,
-18.92,57.80,6.49,
-19.79,58.77,6.43,
-20.65,59.41,6.50,
-21.63,59.88,6.47,
-22.68,60.15,6.50,
-23.75,60.22,6.41,
-24.82,60.08,6.39,
-25.85,59.74,6.36,
-26.96,59.09,6.45,
-27.77,58.37,6.42,
-28.42,57.50,6.37,
-28.93,56.54,6.65,
-29.42,55.55,6.57,
-29.77,54.51,6.53,
-29.94,53.21,6.68,
-30.04,51.88,6.64,
-29.94,50.78,6.51,
-29.53,49.54,6.45,
-28.99,48.61,6.49,
-28.29,47.80,6.41,
-27.25,47.02,6.33,
-26.28,46.57,6.41,
-25.24,46.31,6.36,
-24.17,46.25,6.44,
-23.09,46.36,6.57,
-22.00,46.50,6.56,
-20.74,46.86,6.50,
-19.79,47.38,6.41,
-18.76,48.19,6.50,
-17.89,48.87,6.61,
-17.09,49.63,6.61,
-16.27,50.68,6.65,
-15.57,51.54,6.66,
-14.95,52.45,6.67,
-14.44,53.66,6.46,
-14.25,54.73,6.49,
-14.23,56.03,6.64,
-14.20,57.13,6.50,
-14.24,58.23,6.49,
-14.22,59.33,6.60,
-14.21,60.43,6.66,
-14.19,61.54,6.71,
-13.98,62.85,6.48,
-13.62,63.88,6.59,
-13.25,64.92,6.63,
-12.63,66.08,6.57,
-11.93,66.91,6.46,
-11.10,67.61,6.62,
-10.07,68.42,6.49,
-6.81,69.37,6.26,
-5.76,69.24,6.36,
-4.73,68.94,6.44,
-3.49,68.54,6.39,
-2.51,68.10,6.53,
-1.49,67.73,6.52,
-0.42,67.51,6.39,
0.65,67.52,6.34,
1.71,67.70,6.43,
3.00,67.87,6.63,
4.10,67.85,6.37,
5.16,67.66,6.58,
6.47,67.48,6.55,
7.56,67.50,6.53,
8.63,67.68,6.64,
9.93,67.93,6.49,
10.97,68.25,6.70,
12.04,68.53,6.65,
13.31,68.92,6.67,
14.40,69.16,6.67,
15.47,69.45,6.56,
16.55,69.67,6.58,
17.81,70.08,6.57,
18.94,70.72,6.37,
19.76,71.43,6.60,
20.58,72.17,6.48,
21.48,73.13,6.70,
21.84,73.62,-0.95,Cone_148
-0.00,0.35,1.59,
0.01,0.65,2.08,
0.05,1.03,2.59,
0.02,1.48,2.68,
-0.12,2.02,2.99,
-0.37,2.52,3.56,
-0.71,3.07,4.19,
-1.05,3.72,4.65,
-1.34,4.47,5.19,
-1.69,5.30,5.90,
-2.09,6.23,6.53,
-2.51,7.21,6.32,
-3.00,8.39,6.63,
-3.44,9.40,6.60,
-3.94,10.58,6.34,
-4.34,11.54,6.24,
-4.83,12.68,6.08,
-5.30,13.81,6.14,
-5.70,14.74,6.10,
-6.17,15.86,6.17,
-6.57,16.80,6.18,
-6.97,17.75,6.27,
-7.45,18.89,6.28,
-7.86,19.85,6.33,
-8.27,20.82,6.32,
-8.76,21.98,6.33,
-9.17,22.96,6.39,
-9.59,23.95,6.48,
-9.99,24.95,6.45,
-10.32,25.98,6.59,
-10.66,27.03,6.66,
-10.91,28.32,6.61,
-10.88,29.41,6.53,
-10.57,30.68,6.47,
-10.09,31.65,6.42,
-9.32,32.69,6.56,
-8.56,33.77,6.67,
-8.02,34.73,6.64,
-7.41,35.65,6.67,
-6.50,36.61,6.45,
-5.60,37.22,6.52,
-4.39,37.70,6.47,
-3.11,37.96,6.64,
-2.04,38.24,6.68,
-0.83,38.76,6.50,
0.04,39.40,6.33,
0.80,40.17,6.61,
1.55,40.98,6.64,
2.18,41.87,6.50,
2.68,43.07,6.48,
2.87,44.13,6.39,
2.86,45.20,6.37,
2.58,46.45,6.34,
2.14,47.42,6.42,
1.39,48.45,6.34,
0.45,49.33,6.56,
-0.34,50.09,6.46,
-1.20,50.75,6.42,
-2.36,51.31,6.45,
-3.41,51.56,6.40,
-4.49,51.64,6.59,
-5.59,51.69,6.66,
-6.68,51.59,6.56,
-7.93,51.18,6.39,
-8.86,50.64,6.43,
-9.82,49.77,6.43,
-10.45,48.90,6.35,
-10.90,47.93,6.48,
-11.16,46.88,6.42,
-11.27,45.58,6.61,
-11.37,44.48,6.64,
-11.35,43.38,6.49,
-11.13,42.31,6.49,
-10.71,41.32,6.50,
-10.10,40.42,6.41,
-9.17,39.53,6.41,
-8.26,38.97,6.45,
-7.05,38.53,6.43,
-5.99,38.38,6.35,
-4.92,38.43,6.37,
-3.88,38.69,6.26,
-2.72,39.25,6.32,
-1.87,39.91,6.40,
-1.16,40.71,6.46,
-0.59,41.63,6.62,
-0.02,42.58,6.52,
0.46,43.57,6.62,
1.07,44.75,6.74,
1.51,45.78,6.68,
2.00,46.79,6.73,
2.43,48.05,6.70,
2.57,49.15,6.54,
2.46,50.46,6.43,
2.13,51.49,6.51,
1.62,52.45,6.37,
0.94,53.28,6.38,
0.13,54.00,6.58,
-0.70,54.71,6.61,
-1.81,55.39,6.29,
-2.84,55.73,6.47,
-3.91,55.87,6.45,
-4.98,55.80,6.38,
-6.01,55.54,6.42,
-7.16,54.97,6.40,
-8.01,54.31,6.31,
-8.74,53.52,6.60,
-9.64,52.56,6.48,
-10.40,51.49,6.54,
-10.84,50.49,6.46,
-11.11,49.44,6.55,
-11.48,48.17,6.67,
-11.90,47.14,6.60,
-12.31,46.12,6.67,
-12.95,44.96,6.63,
-13.68,44.14,6.39,
-14.54,43.48,6.53,
-15.70,42.86,6.67,
-16.87,42.25,6.61,
-18.09,41.71,6.59,
-19.04,41.15,6.56,
-19.88,40.45,6.55,
-20.66,39.41,6.44,
-21.12,38.44,6.39,
-21.37,37.40,6.40,
-21.43,36.33,6.34,
-21.30,35.06,6.48,
-21.21,33.97,6.63,
-21.08,32.67,6.50,
-20.75,31.40,6.51,
-20.28,30.42,6.63,
-19.83,29.42,6.67,
-19.44,28.16,6.53,
-19.33,27.08,6.48,
-19.45,25.78,6.56,
-19.64,24.49,6.57,
-19.97,23.45,6.49,
-20.62,22.34,6.37,
-21.51,21.42,6.34,
-22.38,20.82,6.34,
-23.54,20.27,6.39,
-24.71,19.72,6.53,
-25.75,19.39,6.43,
-27.03,19.27,6.26,
-28.09,19.40,6.43,
-29.31,19.81,6.36,
-30.23,20.36,6.35,
-31.03,21.07,6.43,
-31.82,22.10,6.62,
-32.51,22.95,6.64,
-33.48,23.85,6.51,
-34.41,24.41,6.48,
-35.64,24.81,6.41,
-36.92,24.93,6.38,
-37.98,24.80,6.32,
-39.20,24.39,6.29,
-40.29,23.71,6.39,
-41.06,22.97,6.45,
-41.68,22.09,6.43,
-42.19,20.90,6.33,
-42.40,19.85,6.41,
-42.41,18.77,6.46,
-42.15,17.50,6.43,
-41.72,16.51,6.42,
-41.11,15.61,6.48,
-40.17,14.72,6.35,
-39.25,14.16,6.52,
-38.02,13.72,6.49,
-36.72,13.57,6.55,
-35.41,13.72,6.51,
-34.36,14.04,6.60,
-33.11,14.47,6.59,
-31.96,15.12,6.60,
-31.15,15.86,6.49,
-30.50,16.73,6.53,
-29.96,17.92,6.40,
-29.73,18.97,6.36,
-29.71,20.27,6.31,
-29.93,21.55,6.60,
-30.06,22.64,6.63,
-30.10,23.74,6.66,
-30.20,25.06,6.69,
-30.39,26.15,6.63,
-30.52,27.25,6.62,
-30.68,28.58,6.72,
-30.82,29.68,6.73,
-30.94,30.79,6.56,
-30.90,32.12,6.57,
-30.64,33.18,6.48,
-30.08,34.35,6.53,
-29.41,35.21,6.44,
-28.61,35.94,6.63,
-27.68,36.88,6.60,
-26.98,37.73,6.56,
-26.23,38.53,6.55,
-25.18,39.31,6.51,
-24.20,39.75,6.40,
-23.16,40.00,6.45,
-21.87,40.08,6.60,
-20.78,40.22,6.45,
-19.71,40.45,6.52,
-18.43,40.71,6.53,
-17.40,41.08,6.52,
-16.31,41.77,6.38,
-15.41,42.69,6.44,
-14.83,43.59,6.35,
-14.44,44.58,6.33,
-14.23,45.84,6.40,
-14.27,46.91,6.35,
-14.53,48.18,6.49,
-14.79,49.46,6.42,
-15.14,50.49,6.54,
-15.82,51.60,6.53,
-16.73,52.52,6.51,
-17.65,53.12,6.51,
-18.65,53.53,6.45,
-19.92,53.83,6.55,
-20.99,54.08,6.56,
-22.30,54.22,6.44,
-23.62,54.13,6.70,
-24.72,54.07,6.73,
-26.02,53.83,6.54,
-27.26,53.36,6.69,
-28.32,53.04,6.71,
-29.62,52.84,6.55,
-30.71,52.92,6.42,
-31.95,53.29,6.41,
-32.91,53.77,6.58,
-33.88,54.28,6.61,
-34.92,55.07,6.39,
-35.62,55.89,6.41,
-36.14,56.82,6.42,
-36.52,58.04,6.39,
-36.68,59.31,6.46,
-36.88,60.38,6.37,
-37.22,61.41,6.44,
-37.88,62.52,6.44,
-38.61,63.30,6.35,
-39.48,63.93,6.34,
-40.65,64.44,6.36,
-41.69,64.66,6.31,
-42.97,64.66,6.40,
-44.03,64.48,6.51,
-45.53,64.20,6.57,
-46.76,63.78,6.40,
-47.86,63.08,6.44,
-48.76,62.15,6.36,
-49.33,61.23,6.47,
-49.72,60.22,6.42,
-49.93,58.95,6.37,
-49.88,57.87,6.51,
-49.46,56.41,6.48,
-48.81,55.29,6.44,
-48.08,54.49,6.49,
-47.22,53.84,6.37,
-46.04,53.29,6.47,
-44.98,53.05,6.53,
-43.89,52.97,6.65,
-42.56,52.93,6.50,
-41.47,53.07,6.51,
-40.44,53.44,6.51,
-39.33,54.12,6.53,
-38.54,54.86,6.42,
-37.81,55.93,6.40,
-37.33,57.14,6.43,
-37.12,58.20,6.51,
-36.91,59.50,6.58,
-36.94,60.81,6.39,
-37.21,61.85,6.45,
-37.73,63.05,6.67,
-38.17,64.06,6.72,
-38.84,65.21,6.53,
-39.74,66.15,6.47,
-40.64,66.76,6.46,
-41.63,67.18,6.32,
-42.89,67.42,6.38,
-43.97,67.44,6.59,
-45.06,67.48,6.62,
-46.37,67.64,6.61,
-47.47,67.64,6.55,
-48.54,67.46,6.43,
-49.74,66.96,6.40,
-50.78,66.21,6.42,
-51.50,65.41,6.35,
-52.15,64.31,6.28,
-52.53,63.08,6.35,
-52.63,62.02,6.43,
-52.53,60.96,6.42,
-52.14,59.73,6.37,
-51.64,58.78,6.57,
-50.99,57.64,6.51,
-50.31,56.80,6.50,
-49.29,56.00,6.50,
-48.11,55.45,6.42,
-47.06,55.21,6.42,
-45.98,55.14,6.62,
-44.67,55.00,6.57,
-43.59,54.78,6.65,
-42.51,54.58,6.66,
-41.25,54.16,6.57,
-40.32,53.61,6.51,
-39.37,52.73,6.46,
-38.59,51.69,6.54,
-37.93,50.81,6.59,
-37.37,49.87,6.43,
-36.94,48.65,6.47,
-36.79,47.58,6.57,
-36.54,46.29,6.64,
-36.09,45.06,6.50,
-35.50,44.15,6.38,
-34.59,43.25,6.29,
-33.52,42.51,6.54,
-32.62,41.89,6.60,
-31.69,41.31,6.62,
-30.59,40.58,6.50,
-29.61,40.09,6.38,
-28.57,39.79,6.36,
-27.27,39.66,6.58,
-26.18,39.54,6.66,
-25.08,39.48,6.66,
-23.75,39.37,6.60,
-22.65,39.35,6.68,
-21.54,39.29,6.71,
-20.21,39.37,6.42,
-19.16,39.66,6.38,
-18.19,40.15,6.44,
-17.18,40.96,6.43,
-16.50,41.79,6.33,
-15.99,42.73,6.35,
-15.63,43.96,6.37,
-15.55,45.03,6.27,
-15.72,46.29,6.33,
-16.11,47.53,6.43,
-16.39,48.58,6.54,
-16.57,49.66,6.69,
-16.91,50.95,6.66,
-17.36,51.95,6.52,
-18.16,52.99,6.40,
-19.16,53.82,6.45,
-20.12,54.32,6.50,
-21.16,54.62,6.48,
-22.46,54.72,6.33,
-23.76,54.59,6.54,
-24.86,54.48,6.68,
-25.94,54.26,6.56,
-27.19,53.81,6.60,
-28.25,53.52,6.58,
-29.34,53.39,6.53,
-30.64,53.52,6.43,
-31.66,53.86,6.40,
-32.62,54.35,6.58,
-33.76,55.00,6.57,
-34.61,55.68,6.41,
-35.29,56.51,6.38,
-35.88,57.65,6.46,
-36.17,58.69,6.45,
-36.31,59.98,6.58,
-36.54,61.28,6.62,
-36.91,62.31,6.38,
-37.47,63.24,6.49,
-38.36,64.19,6.44,
-39.25,64.80,6.45,
-40.44,65.30,6.38,
-41.71,65.51,6.39,
-42.77,65.46,6.37,
-44.02,65.18,6.45,
-45.27,64.83,6.50,
-46.25,64.37,6.35,
-47.11,63.73,6.42,
-47.96,62.76,6.52,
-48.48,61.81,6.50,
-48.82,60.79,6.45,
-49.03,59.49,6.51,
-49.21,58.41,6.73,
-49.26,57.09,6.53,
-49.01,55.79,6.40,
-48.58,54.80,6.56,
-47.83,53.74,6.57,
-46.84,52.87,6.46,
-45.90,52.33,6.40,
-44.87,51.99,6.47,
-43.58,51.78,6.57,
-42.49,51.60,6.63,
-41.18,51.44,6.52,
-40.11,51.19,6.50,
-38.92,50.64,6.49,
-37.90,49.84,6.46,
-37.18,49.02,6.55,
-36.29,48.05,6.52,
-35.56,47.23,6.61,
-34.80,46.14,6.42,
-34.35,45.14,6.72,
-33.74,43.95,6.51,
-33.14,43.02,6.64,
-32.49,41.85,6.64,
-31.74,40.75,6.58,
-30.96,39.98,6.57,
-29.86,39.29,6.50,
-28.63,38.87,6.44,
-27.56,38.74,6.38,
-26.28,38.86,6.41,
-25.26,39.17,6.44,
-24.14,39.80,6.41,
-23.31,40.47,6.48,
-22.33,41.33,6.52,
-21.45,42.29,6.52,
-20.67,43.06,6.51,
-19.93,43.87,6.54,
-18.94,44.72,6.59,
-17.98,45.25,6.44,
-16.96,45.57,6.37,
-15.68,45.69,6.45,
-14.82,45.61,6.41,
-13.78,45.35,6.43,
-12.71,45.13,6.54,
-11.63,44.99,6.54,
-10.33,44.78,6.64,
-9.23,44.74,6.56,
-8.15,44.90,6.46,
-6.95,45.37,6.39,
-6.05,45.95,6.43,
-5.73,46.23,6.46,
-4.78,47.39,6.46,
-4.31,48.36,6.39,
-4.02,49.39,6.43,
-3.95,50.03,6.26,
-4.01,51.31,6.37,
-4.37,52.54,6.42,
-5.00,53.67,6.36,
-5.70,54.48,6.47,
-6.55,55.14,6.40,
-7.72,55.71,6.36,
-8.76,55.97,6.50,
-9.84,56.03,6.31,
-10.91,55.88,6.52,
-11.94,55.53,6.39,
-13.05,54.87,6.48,
-14.04,54.01,6.58,
-14.91,53.33,6.71,
-15.84,52.72,6.70,
-16.90,51.89,6.57,
-17.64,51.07,6.58,
-18.20,50.12,6.51,
-18.67,48.89,6.65,
-19.11,47.88,6.58,
-19.82,46.77,6.53,
-20.58,45.98,6.53,
-21.46,45.01,6.65,
-22.08,44.10,6.60,
-22.53,43.11,6.51,
-22.76,42.05,6.43,
-22.77,40.76,6.44,
-22.55,39.71,6.41,
-22.15,38.73,6.41,
-21.47,37.63,6.49,
-20.91,36.70,6.48,
-20.25,35.84,6.52,
-19.27,35.00,6.40,
-18.33,34.50,6.31,
-17.31,34.18,6.33,
-16.04,34.07,6.41,
-14.98,34.19,6.23,
-13.77,34.60,6.39,
-12.68,35.27,6.28,
-11.91,36.01,6.35,
-11.29,36.88,6.38,
-10.77,38.06,6.29,
-10.56,39.11,6.44,
-10.57,40.40,6.52,
-10.81,41.69,6.62,
-10.95,42.78,6.66,
-10.95,43.89,6.50,
-10.77,44.97,6.63,
-10.59,46.29,6.59,
-10.50,47.61,6.73,
-10.36,48.72,6.68,
-10.27,49.83,6.63,
-9.99,51.14,6.51,
-9.59,52.18,6.70,
-9.13,53.43,6.74,
-8.60,54.67,6.65,
-8.27,55.73,6.67,
-8.14,56.83,6.56,
-8.22,58.15,6.72,
-8.28,59.25,6.61,
-8.51,60.55,6.50,
-9.03,61.75,6.45,
-9.67,62.62,6.37,
-10.43,63.38,6.42,
-11.38,64.27,6.50,
-12.28,64.86,6.39,
-13.27,65.29,6.46,
-14.49,65.77,6.47,
-15.54,66.05,6.60,
-16.59,66.36,6.66,
-17.84,66.78,6.58,
-18.83,67.26,6.59,
-19.69,67.92,6.52,
-20.53,68.91,6.47,
-21.03,69.86,6.47,
-21.45,71.09,6.52,
-21.86,72.10,6.58,
-22.41,73.04,6.46,
-23.28,74.00,6.36,
-24.14,74.64,6.53,
-25.02,75.27,6.39,
-25.97,75.77,6.44,
-27.01,76.11,6.63,
-28.04,76.47,6.60,
-29.21,77.08,6.50,
-30.19,77.94,6.41,
-30.83,78.80,6.40,
-31.43,79.95,6.49,
-31.94,80.92,6.62,
-32.34,81.93,6.46,
-32.56,83.20,6.36,
-32.51,84.27,6.41,
-32.29,85.32,6.55,
-32.07,86.61,6.42,
-32.06,87.70,6.57,
-32.32,88.97,6.48,
-32.87,90.14,6.50,
-33.52,91.01,6.38,
-34.32,91.73,6.50,
-35.44,92.37,6.41,
-36.47,92.71,6.43,
-37.75,92.91,6.51,
-39.02,93.20,6.59,
-40.03,93.61,6.35,
-41.09,94.34,6.46,
-41.95,95.30,6.39,
-42.48,96.23,6.35,
-42.82,97.24,6.33,
-42.98,98.50,6.26,
-42.89,99.56,6.44,
-42.60,100.60,6.37,
-42.00,101.74,6.33,
-41.32,102.56,6.52,
-40.30,103.37,6.49,
-39.12,103.93,6.54,
-38.06,104.19,6.42,
-36.75,104.28,6.65,
-35.64,104.37,6.61,
-34.31,104.36,6.76,
-33.19,104.35,6.64,
-31.85,104.27,6.64,
-30.74,104.33,6.65,
-29.66,104.57,6.43,
-28.45,105.09,6.68,
-27.43,105.53,6.69,
-26.28,106.19,6.49,
-25.45,106.90,6.72,
-24.39,107.71,6.68,
-23.43,108.25,6.58,
-22.17,108.63,6.36,
-21.10,108.71,6.45,
-19.80,108.60,6.53,
