x,y,reward,collision
-61.34,96.41,6.35,
-61.76,95.41,6.48,
-62.31,94.48,6.49,
-62.98,93.63,6.52,
-63.62,92.74,6.54,
-64.15,91.79,6.45,
-64.53,90.77,6.48,
-64.97,89.78,6.52,
-65.50,88.82,6.64,
-65.96,87.82,6.61,
-66.31,86.78,6.67,
-66.75,85.77,6.49,
-67.33,84.83,6.39,
-68.07,84.05,6.55,
-68.93,83.39,6.63,
-69.83,82.74,6.60,
-70.78,82.18,6.62,
-71.71,81.58,6.61,
-72.66,81.03,6.67,
-73.59,80.42,6.72,
-74.54,79.85,6.63,
-75.48,79.26,6.70,
-76.34,78.57,6.59,
-77.05,77.74,6.50,
-77.57,76.79,6.42,
-78.01,75.57,6.46,
-78.42,74.57,6.52,
-78.93,73.60,6.64,
-79.54,72.43,6.65,
-80.14,71.50,6.62,
-80.74,70.57,6.58,
-81.03,69.99,0.01,(null)
-0.00,0.21,1.24,
-0.01,0.46,1.78,
-0.04,0.79,2.27,
-0.05,1.20,2.76,
-0.08,1.65,2.76,
-0.11,2.26,3.41,
-0.13,2.87,3.92,
-0.10,3.70,4.50,
-0.19,4.64,4.97,
-0.40,5.48,5.37,
-0.68,6.61,6.22,
-1.11,7.81,6.49,
-1.46,8.82,6.33,
-1.90,9.75,6.13,
-2.57,10.76,6.11,
-3.06,11.63,5.91,
-3.41,12.55,5.82,
-3.62,13.50,5.84,
-3.84,14.47,5.76,
-3.98,15.45,6.04,
-4.18,16.43,6.05,
-4.35,17.43,6.04,
-4.46,18.44,6.20,
-4.67,19.45,6.17,
-4.96,20.23,6.28,
-5.48,21.14,6.34,
-6.03,22.06,6.56,
-6.58,22.99,6.49,
-7.23,23.86,6.44,
-8.01,24.63,6.73,
-8.79,25.42,6.77,
-9.62,26.17,6.82,
-10.38,26.99,6.66,
-11.04,27.89,6.64,
-11.76,28.75,6.80,
-12.39,29.40,6.74,
-13.16,30.22,6.73,
-14.00,30.95,6.72,
-14.93,31.58,6.69,
-15.81,32.25,6.71,
-16.47,32.85,6.63,
-17.15,33.42,6.58,
-17.81,34.02,6.61,
-18.66,34.73,6.57,
-19.49,35.46,6.61,
-20.27,36.24,6.72,
-21.09,36.99,6.66,
-21.88,37.79,6.55,
-22.73,38.49,6.63,
-23.69,39.03,6.41,
-24.72,39.40,6.61,
-25.75,39.78,6.52,
-26.78,40.15,6.69,
-27.86,40.40,6.62,
-28.95,40.50,6.60,
-29.83,40.60,6.61,
-30.93,40.76,6.47,
-32.02,40.98,6.55,
-33.10,41.20,6.64,
-34.15,41.55,6.61,
-35.13,42.04,6.66,
-36.14,42.51,6.68,
-37.13,43.00,6.68,
-37.90,43.44,6.70,
-38.90,43.91,6.64,
-39.94,44.29,6.68,
-40.96,44.71,6.69,
-41.95,45.20,6.52,
-42.94,45.69,6.64,
-43.90,46.24,6.71,
-44.91,46.70,6.45,
-45.75,46.95,6.47,
-47.05,47.05,6.34,
-48.11,46.91,6.47,
-49.15,46.60,6.55,
-50.20,46.31,6.63,
-51.29,46.11,6.64,
-52.55,45.73,6.50,
-53.53,45.28,6.60,
-54.53,44.82,6.60,
-55.50,44.31,6.54,
-56.47,43.81,6.42,
-57.54,43.05,6.54,
-58.27,42.26,6.45,
-58.86,41.36,6.49,
-59.47,40.45,6.50,
-60.08,39.55,6.49,
-60.57,38.58,6.43,
-60.93,37.56,6.58,
-61.31,36.53,6.69,
-61.63,35.71,6.50,
-62.20,34.52,6.69,
-62.58,33.47,6.50,
-62.79,32.40,6.50,
-62.81,31.30,6.59,
-62.81,30.86,6.66,
-62.72,29.54,6.61,
-62.43,28.49,6.45,
-61.95,27.53,6.38,
-61.31,26.65,6.48,
-60.65,25.79,6.59,
-59.53,24.76,6.39,
-58.59,24.22,6.60,
-57.66,23.64,6.59,
-56.78,22.99,6.70,
-55.67,22.25,6.64,
-54.70,21.71,6.71,
-53.75,21.13,6.54,
-52.63,20.41,6.60,
-51.75,19.74,6.69,
-50.86,19.08,6.55,
-49.98,18.41,6.51,
-49.15,17.68,6.61,
-48.28,16.99,6.65,
-47.50,16.22,6.56,
-46.82,15.35,6.68,
-46.09,14.51,6.57,
-45.32,13.73,6.62,
-44.54,12.94,6.68,
-43.68,12.25,6.63,
-42.72,11.74,6.42,
-41.69,11.40,6.67,
-40.24,10.84,6.66,
-39.30,10.27,6.47,
-38.31,9.41,6.60,
-37.27,8.58,6.65,
-36.32,8.03,6.49,
-35.30,7.68,6.53,
-34.22,7.50,6.59,
-32.72,7.17,6.62,
-31.52,6.65,6.43,
-30.49,5.87,6.21,
-29.80,5.06,6.35,
-29.24,4.15,6.54,
-28.70,3.21,6.54,
-28.23,2.23,6.62,
-27.72,1.26,6.59,
-27.26,0.52,6.63,
-26.75,-0.45,6.64,
-26.34,-1.69,6.48,
-26.20,-2.78,6.54,
-26.05,-3.86,6.57,
-25.87,-4.94,6.62,
-25.62,-6.01,6.66,
-25.41,-7.09,6.65,
-24.91,-8.54,6.40,
-24.38,-9.49,6.54,
-23.85,-10.45,6.56,
-23.34,-11.42,6.64,
-22.83,-12.39,6.57,
-22.33,-13.36,6.57,
-21.95,-14.39,6.56,
-21.77,-15.46,6.47,
-21.81,-16.53,6.39,
-22.04,-17.57,6.44,
-22.47,-18.55,6.41,
-23.08,-19.43,6.48,
-23.84,-20.19,6.45,
-24.74,-20.78,6.37,
-25.93,-21.26,6.38,
-27.20,-21.52,6.46,
-28.25,-21.80,6.53,
-29.29,-22.17,6.48,
-30.34,-22.50,6.57,
-31.41,-22.71,6.60,
-32.73,-22.68,6.47,
-33.78,-22.43,6.53,
-34.79,-22.01,6.60,
-35.80,-21.55,6.66,
-36.76,-21.01,6.59,
-37.75,-20.51,6.66,
-38.58,-20.20,6.67,
-39.87,-19.91,6.64,
-40.94,-19.63,6.58,
-41.97,-19.23,6.43,
-42.89,-18.66,6.48,
-43.70,-17.93,6.51,
-44.54,-17.22,6.58,
-45.78,-16.32,6.62,
-46.65,-15.65,6.60,
-47.47,-14.93,6.66,
-48.34,-14.25,6.69,
-49.19,-13.55,6.60,
-49.88,-13.01,6.57,
-50.79,-12.39,6.57,
-51.85,-11.60,6.56,
-52.79,-11.04,6.49,
-53.79,-10.61,6.68,
-54.78,-10.12,6.66,
-55.74,-9.57,6.70,
-56.71,-9.04,6.53,
-57.48,-8.60,6.67,
-58.56,-7.83,6.53,
-59.30,-7.04,6.49,
-59.86,-6.11,6.49,
-60.27,-5.10,6.54,
-60.70,-4.09,6.47,
-61.17,-3.10,6.64,
-61.69,-2.13,6.58,
-62.22,-1.16,6.56,
-62.81,-0.24,6.68,
-63.37,0.73,6.51,
-64.01,1.62,6.59,
-64.77,2.42,6.75,
-65.52,3.24,6.75,
-66.33,4.01,6.71,
-66.97,4.64,6.68,
-67.81,5.38,6.56,
-68.60,6.16,6.64,
-69.30,6.72,6.53,
-70.43,7.41,6.67,
-71.37,8.01,6.74,
-72.32,8.60,6.71,
-73.12,8.99,6.67,
-73.96,9.26,6.51,
-75.03,9.43,6.68,
-76.13,9.58,6.55,
-77.23,9.57,6.49,
-78.30,9.38,6.60,
-79.37,9.16,6.57,
-80.39,8.80,6.42,(null)
-0.00,0.65,2.11,
0.02,1.12,2.69,
0.11,1.57,2.69,
0.30,2.01,3.04,
0.58,2.50,3.71,
0.84,3.10,4.15,
1.05,3.80,4.64,
1.35,4.54,5.05,
1.78,5.30,5.60,
2.17,6.20,6.02,
2.48,7.20,6.34,
2.88,8.18,6.20,
3.28,8.92,6.47,
3.77,9.86,6.18,
4.35,10.71,6.00,
5.05,11.42,5.86,
5.85,12.00,5.95,
6.78,12.75,5.99,
7.44,13.49,5.91,
7.97,14.32,5.99,
8.56,15.13,5.98,
9.21,15.90,6.09,
9.79,16.75,6.17,
10.15,17.49,6.04,
10.42,18.47,6.07,
10.50,19.50,6.23,
10.40,20.76,6.50,
10.39,21.84,6.47,
10.52,23.13,6.64,
10.60,24.45,6.62,
10.73,25.55,6.59,
10.82,26.66,6.73,
10.84,27.78,6.79,
10.91,28.90,6.77,
10.92,30.02,6.77,
11.00,31.14,6.72,
11.03,32.26,6.67,
11.13,33.38,6.71,
11.19,34.27,6.64,
11.28,35.38,6.62,
11.54,36.68,6.59,
11.92,37.72,6.59,
12.25,38.78,6.75,
12.51,39.86,6.81,
12.83,40.94,6.69,
13.08,42.03,6.56,
13.40,43.10,6.70,
13.66,43.95,6.68,
13.95,44.79,6.63,
14.37,46.05,6.72,
14.78,47.08,6.67,
15.10,48.14,6.57,
15.30,49.22,6.69,
15.55,50.29,6.63,
15.93,51.33,6.50,
16.44,52.29,6.64,
16.84,53.07,6.66,
17.56,54.18,6.38,
18.29,54.99,6.55,
18.99,55.83,6.65,
19.63,56.73,6.60,
20.32,57.60,6.53,
20.99,58.48,6.54,
21.59,59.40,6.71,
22.28,60.27,6.60,
23.07,61.05,6.65,
23.84,61.84,6.62,
24.66,62.58,6.64,
25.40,63.39,6.46,
26.04,64.28,6.66,
26.75,65.13,6.65,
27.52,65.92,6.60,
28.25,66.75,6.53,
28.99,67.58,6.71,
29.75,68.39,6.74,
30.56,69.16,6.59,
31.33,69.96,6.69,
32.15,70.72,6.75,
32.97,71.47,6.62,
33.83,72.16,6.70,
34.63,72.94,6.53,
35.32,73.79,6.68,
36.06,74.61,6.69,
36.85,75.39,6.57,
37.61,76.19,6.52,
38.41,76.96,6.59,
39.04,77.58,6.50,
39.81,78.36,6.68,
40.54,79.20,6.65,
41.40,80.22,6.69,
42.04,81.12,6.69,
42.73,81.99,6.63,
43.43,82.85,6.68,
44.17,83.67,6.71,
44.71,84.37,6.67,
45.44,85.48,6.61,
46.09,86.38,6.71,
46.70,87.31,6.68,
47.40,88.17,6.56,
48.20,88.92,6.70,
48.95,89.73,6.55,
49.63,90.59,6.58,
50.35,91.42,6.64,
51.05,92.26,6.54,
51.65,93.18,6.44,
52.06,94.17,6.40,
52.26,95.23,6.37,
52.25,96.30,6.32,
52.08,97.35,6.55,
51.94,98.43,6.59,
51.93,99.30,6.53,
52.14,100.57,6.39,
52.51,101.58,6.61,
52.87,102.62,6.53,
53.14,103.68,6.52,
53.50,104.72,6.64,
54.03,105.67,6.44,
54.73,106.49,6.34,
55.54,107.18,6.58,
56.36,107.91,6.51,
57.11,108.71,6.57,
57.73,109.33,6.61,
58.73,110.19,6.58,
59.52,110.94,6.55,
60.36,111.65,6.59,
61.20,112.35,6.63,
62.12,112.94,6.55,
63.11,113.36,6.36,
63.95,113.55,6.45,
65.21,113.86,6.49,
66.24,114.21,6.51,
67.29,114.52,6.59,
68.32,114.89,6.57,
69.37,115.21,6.52,
70.42,115.52,6.52,
71.27,115.70,6.66,
72.55,116.06,6.54,
73.60,116.36,6.68,
74.64,116.74,6.75,
75.69,117.12,6.57,
76.71,117.57,6.68,
77.77,117.91,6.68,
78.86,118.14,6.71,
79.72,118.37,6.71,
80.97,118.81,6.61,
82.05,119.09,6.53,
83.14,119.24,6.69,
84.23,119.41,6.69,
85.12,119.49,6.53,
85.99,119.62,6.54,
86.84,119.84,6.50,
87.59,120.24,-0.84,(null)
-0.00,0.30,1.46,
-0.02,0.65,2.07,
-0.07,1.03,2.59,
-0.09,1.47,2.71,
-0.14,1.94,3.08,
-0.16,2.60,3.67,
-0.12,3.39,4.25,
-0.15,4.13,4.72,
-0.09,5.12,5.19,
0.10,6.01,5.70,
0.28,7.01,6.56,
0.58,8.02,6.23,
1.01,8.98,6.54,
1.45,9.97,6.35,
1.92,10.89,6.17,
2.33,11.82,5.99,
2.72,12.72,5.76,
3.05,13.63,5.92,
3.38,14.54,5.86,
3.66,15.48,5.89,
3.94,16.43,5.96,
4.16,17.40,5.88,
4.49,18.35,6.08,
4.97,19.25,5.92,
5.61,20.05,6.32,
6.25,20.89,6.43,
6.86,21.77,6.58,
7.37,22.73,6.44,
7.70,23.76,6.48,
7.84,24.83,6.57,
8.02,25.92,6.57,
8.29,26.99,6.73,
8.45,28.09,6.66,
8.43,29.19,6.55,
8.19,30.26,6.41,
7.79,31.26,6.62,
7.47,32.09,6.63,
7.14,33.15,6.61,
6.81,33.97,6.67,
6.39,34.75,6.51,
5.58,35.77,6.65,
4.90,36.63,6.67,
4.28,37.55,6.58,
3.62,38.43,6.70,
2.98,39.34,6.64,
2.46,40.32,6.55,
2.08,41.35,6.60,
1.69,42.38,6.57,
1.42,43.45,6.59,
1.30,44.53,6.50,
1.16,45.63,6.65,
1.03,46.73,6.58,
0.96,47.82,6.67,
0.85,48.92,6.63,
0.86,50.02,6.44,
1.05,51.09,6.39,
1.42,52.11,6.54,
1.77,53.14,6.53,
1.98,54.21,6.48,
2.03,55.29,6.46,
2.13,56.38,6.50,
2.37,57.44,6.34,
2.75,58.45,6.64,
3.13,59.48,6.49,
3.62,60.47,6.54,
4.27,61.34,6.53,
5.07,62.09,6.52,
5.72,62.69,6.59,
6.41,63.24,6.64,
7.26,63.95,6.66,
8.17,64.57,6.63,
9.15,65.07,6.64,
10.11,65.63,6.58,
10.82,66.15,6.57,
11.74,66.76,6.58,
12.80,67.56,6.50,
13.69,68.18,6.67,
14.67,68.71,6.59,
15.70,69.10,6.64,
16.53,69.41,6.74,
17.38,69.65,6.66,
18.44,69.99,6.60,
19.26,70.35,6.44,
20.33,71.08,6.46,
21.08,71.87,6.36,
21.68,72.77,6.56,
22.10,73.51,-0.81,Cone_148
-0.00,0.25,1.37,
0.02,0.58,1.98,
0.10,0.94,2.40,
0.23,1.26,2.75,
0.35,1.71,2.92,
0.53,2.20,3.35,
0.80,2.74,3.93,
1.06,3.37,4.38,
1.29,4.10,4.88,
1.54,4.91,5.26,
1.70,5.84,5.92,
1.73,6.66,6.48,
1.78,7.73,6.44,
1.77,8.78,6.28,
1.81,9.81,5.88,
1.96,10.77,5.64,
2.23,11.69,5.72,
2.48,12.62,5.71,
2.71,13.55,5.86,
2.94,14.50,5.94,
3.16,15.46,6.01,
3.28,16.26,5.99,
3.47,17.05,6.19,
3.87,18.21,6.21,
4.17,19.21,6.25,
4.53,20.20,6.34,
4.77,21.02,6.35,
5.17,22.25,6.58,
5.57,23.26,6.67,
5.94,24.29,6.69,
6.41,25.29,6.64,
7.00,26.22,6.71,
7.55,27.20,6.65,
8.01,28.21,6.75,
8.52,29.20,6.80,
9.03,30.20,6.72,
9.52,31.21,6.71,
9.89,32.26,6.68,
10.05,33.35,6.45,
10.03,34.45,6.68,
9.95,35.77,6.65,
9.71,36.85,6.45,
9.38,37.65,6.62,
8.88,38.89,6.60,
8.56,39.94,6.66,
8.15,40.97,6.65,
7.62,41.94,6.59,
7.12,42.93,6.68,
6.53,43.86,6.61,
5.97,44.54,6.62,
5.29,45.42,6.57,
4.69,46.34,6.63,
4.05,47.23,6.69,
3.45,48.17,6.51,
2.82,49.08,6.65,
2.24,50.02,6.59,
1.63,50.95,6.71,
0.96,51.84,6.74,
0.30,52.74,6.73,
-0.35,53.64,6.68,
-0.99,54.55,6.64,
-1.56,55.50,6.61,
-2.17,56.43,6.65,
-2.83,57.31,6.71,
-3.50,58.20,6.58,
-4.23,59.04,6.60,
-4.93,59.89,6.57,
-5.49,60.57,6.53,
-6.21,61.41,6.48,
-6.98,62.20,6.59,
-7.71,63.02,6.65,
-8.49,63.81,6.69,
-9.18,64.68,6.64,
-9.75,65.62,6.60,
-10.35,66.55,6.61,
-10.97,67.47,6.67,
-11.69,68.31,6.56,
-12.35,68.89,6.62,
-13.34,69.76,6.65,
-14.21,70.44,6.63,
-15.23,71.27,6.70,
-16.09,71.95,6.65,
-17.03,72.53,6.60,
-18.04,72.97,6.53,
-19.03,73.45,6.59,
-19.99,74.00,6.57,
-20.96,74.53,6.73,
-21.94,75.05,6.55,
-22.75,75.41,6.67,
-23.92,76.04,6.62,
-25.00,76.81,6.74,
-25.93,77.42,6.62,
-26.84,78.05,6.54,
-27.67,78.78,6.45,
-28.34,79.63,6.45,
-28.83,80.60,6.40,
-29.12,81.63,6.38,
-29.24,82.70,6.49,
-29.40,83.78,6.65,
-29.65,84.85,6.61,
-29.85,85.94,6.58,
-29.99,87.04,6.58,
-30.18,88.13,6.60,
-30.36,89.22,6.71,
-30.59,89.86,0.01,Cone2
-0.00,0.25,1.37,
0.01,0.52,1.87,
0.08,0.86,2.34,
0.21,1.27,2.77,
0.31,1.72,2.89,
0.46,2.22,3.40,
0.59,2.81,3.89,
0.82,3.44,4.29,
1.19,4.09,4.69,
1.59,4.61,5.25,
2.27,5.48,5.84,
3.00,6.20,6.34,
3.87,6.80,6.34,
4.56,7.30,6.47,
5.42,7.91,6.10,
6.27,8.45,6.05,
7.08,9.02,5.93,
7.89,9.56,5.89,
8.77,9.99,5.74,
9.69,10.25,5.81,
10.67,10.32,5.91,
11.64,10.22,5.89,
12.41,10.02,6.10,
13.38,9.74,6.03,
14.14,9.42,6.17,
15.31,8.97,6.23,
16.31,8.60,6.45,
17.32,8.25,6.54,
18.37,7.96,6.57,
19.43,7.67,6.61,
20.74,7.48,6.58,
21.83,7.56,6.57,
22.89,7.82,6.60,
23.96,8.11,6.67,
24.80,8.42,6.72,
25.87,8.75,6.69,
27.18,8.95,6.52,
28.27,8.86,6.43,
29.12,8.66,6.61,
30.19,8.38,6.60,
31.43,7.94,6.71,
32.48,7.59,6.63,
33.51,7.19,6.59,
34.56,6.86,6.59,
35.58,6.43,6.52,
36.54,5.89,6.66,
37.52,5.38,6.61,
38.45,4.77,6.64,
39.25,4.02,6.49,
39.91,3.15,6.54,
40.60,2.29,6.59,
41.38,1.53,6.51,
42.26,0.89,6.54,
43.12,0.22,6.56,
43.89,-0.56,6.46,
44.53,-1.43,6.55,
45.23,-2.27,6.54,
46.03,-3.00,6.50,
46.95,-3.56,6.41,
47.95,-3.95,6.55,
48.75,-4.28,6.59,
49.74,-4.77,6.70,
50.73,-5.26,6.63,
51.68,-5.81,6.60,
52.66,-6.32,6.53,
53.60,-6.88,6.62,
54.61,-7.34,6.57,
55.66,-7.66,6.63,
56.69,-8.01,6.67,
57.74,-8.35,6.53,
58.82,-8.57,6.50,
59.90,-8.58,6.49,
60.97,-8.38,6.41,
61.98,-8.01,6.61,
63.01,-7.65,6.63,
64.05,-7.28,6.60,
65.06,-6.85,6.54,
66.08,-6.46,6.57,
67.13,-6.14,6.65,
68.17,-5.77,6.67,
69.19,-5.34,6.54,
70.24,-5.01,6.54,
71.33,-4.80,6.68,
72.41,-4.57,6.58,
73.50,-4.42,6.63,
74.37,-4.24,6.68,
75.67,-3.98,6.59,
76.74,-3.69,6.65,
77.61,-3.50,6.57,
78.90,-3.19,6.70,
79.93,-2.80,6.45,
80.90,-2.27,6.63,
81.87,-1.74,6.69,
82.82,-1.15,6.69,
83.79,-0.62,6.62,
84.75,-0.08,6.52,
85.71,0.48,6.60,
86.62,1.10,6.53,
87.55,1.70,-0.89,(null)
-0.00,0.30,1.46,
0.01,0.58,1.99,
0.08,0.94,2.42,
0.22,1.36,2.80,
0.30,1.83,3.02,
0.39,2.36,3.55,
0.55,2.96,4.05,
0.68,3.66,4.54,
0.78,4.44,5.01,
0.94,5.29,5.52,
1.00,6.26,5.94,
0.92,7.50,6.34,
0.97,8.76,6.27,
1.18,9.77,5.94,
1.59,10.68,5.89,
2.14,11.48,5.84,
2.83,12.16,5.82,
3.60,12.74,5.84,
4.40,13.33,5.80,
5.24,13.84,5.88,
6.04,14.44,5.94,
6.74,15.15,6.08,
7.31,15.99,6.16,
7.93,16.83,6.24,
8.60,17.63,6.42,
9.24,18.50,6.42,
9.95,19.30,6.49,
10.78,19.97,6.41,
11.53,20.39,6.49,
12.30,20.82,6.52,
13.24,21.38,6.53,
14.17,21.96,6.58,
15.06,22.60,6.71,
16.00,23.20,6.74,
16.92,23.83,6.76,
17.80,24.52,6.63,
18.74,25.13,6.63,
19.55,25.50,6.60,
20.62,25.79,6.62,
21.70,26.05,6.64,
22.78,26.32,6.64,
23.87,26.51,6.68,
24.94,26.81,6.55,
25.96,27.23,6.66,
26.99,27.63,6.63,
27.99,28.09,6.58,
29.01,28.51,6.51,
30.00,28.99,6.68,
31.02,29.42,6.64,
32.04,29.85,6.57,
33.08,30.21,6.60,
33.91,30.50,6.62,
35.19,30.86,6.48,
35.44,30.99,-1.33,Cone4
-0.00,0.25,1.37,
0.02,0.58,1.98,
0.07,0.94,2.47,
0.08,1.38,2.75,
0.15,1.84,2.95,
0.18,2.37,3.47,
0.17,2.98,3.95,
0.21,3.67,4.44,
0.15,4.60,4.93,
-0.03,5.44,5.41,
-0.22,6.38,5.92,
-0.55,7.36,6.40,
-1.06,8.27,6.08,
-1.69,9.06,6.09,
-2.33,9.81,5.85,
-3.01,10.50,5.77,
-3.65,11.23,5.66,
-4.23,11.99,5.75,
-4.82,12.75,5.90,
-5.31,13.59,5.76,
-5.64,14.51,5.81,
-5.79,15.48,5.87,
-5.78,16.48,6.14,
-5.83,17.49,6.17,
-5.97,18.56,6.63,
-6.02,19.48,7.24,
-5.91,20.69,7.48,
-5.57,21.91,7.86,
-5.03,23.42,8.17,
-4.45,24.65,8.21,
-3.89,25.87,7.86,
-3.11,27.20,7.43,
-2.34,28.14,7.22,
-1.61,29.07,6.90,
-1.04,30.03,6.54,
-0.67,31.01,6.11,
-0.49,32.01,6.04,
-0.27,32.97,5.93,
-0.01,33.71,5.80,
0.33,34.40,5.87,
0.71,35.29,5.87,
1.02,36.21,5.80,
1.38,37.12,5.83,
1.84,37.98,5.82,
2.46,38.74,5.94,
3.20,39.41,6.12,
3.97,40.07,6.18,
4.65,40.56,6.13,
5.47,41.20,6.29,
6.30,41.86,6.38,
7.13,42.54,6.40,
7.88,43.32,6.43,
8.51,44.20,6.58,
9.16,45.09,6.52,
9.75,46.01,6.73,
10.60,47.06,6.57,
11.43,47.77,6.59,
12.39,48.34,6.71,
13.37,48.88,6.73,
14.40,49.27,6.60,
15.48,49.45,6.59,
16.58,49.45,6.52,
17.69,49.46,6.68,
18.80,49.49,6.73,
19.91,49.53,6.71,
21.01,49.65,6.75,
22.13,49.73,6.56,
23.45,49.64,6.56,
24.52,49.39,6.69,
25.81,49.05,6.56,
26.63,48.72,6.51,
27.72,48.00,6.43,
28.47,47.22,6.42,
29.06,46.33,6.32,
29.47,45.34,6.34,
29.71,44.29,6.34,
29.94,43.23,6.56,
30.07,42.15,6.62,
30.29,41.08,6.54,
30.62,40.03,6.50,
30.93,38.97,6.63,
31.37,37.96,6.58,
31.94,37.02,6.59,
32.49,36.06,6.65,
33.06,35.11,6.68,
33.72,34.23,6.64,
34.35,33.61,6.62,
35.26,32.65,6.70,
35.92,31.79,5.70,Cone4
-0.00,0.25,1.37,
0.02,0.58,1.98,
