11.97,45.09,12.09,15.70,3.70,9.30,28.71
14.39,44.93,12.57,15.94,2.64,9.00,27.59
15.64,44.85,12.55,15.93,2.01,8.59,26.54
18.13,44.65,12.19,15.75,0.63,8.46,24.83
20.64,44.46,11.86,15.58,-1.04,8.25,22.79
22.95,44.27,11.55,15.41,-2.73,7.92,20.61
25.21,43.89,10.54,14.84,-4.23,7.74,18.35
26.23,43.62,10.15,14.60,-4.80,7.96,17.76
0,0,0,0,0,0,0
-22.32,25.22,2.02,3.52,0.35,10.00,13.87
-22.05,25.53,2.85,6.13,0.48,10.00,16.61
-22.05,25.53,2.85,6.13,0.48,9.08,15.69
-21.66,25.96,3.53,7.65,0.62,9.18,17.44
-21.16,26.46,3.90,8.35,0.76,9.31,18.42
-20.63,27.03,4.14,8.76,1.01,9.24,19.00
-20.06,27.64,4.50,9.32,1.31,9.04,19.67
-19.45,28.30,4.97,9.98,1.67,8.90,20.56
-18.76,29.03,5.52,10.67,2.14,8.75,21.56
-18.01,29.83,5.98,11.21,2.69,8.59,22.48
-17.14,30.65,6.08,11.32,3.23,8.46,23.01
-16.67,31.04,5.96,11.19,3.46,8.59,23.24
-16.19,31.39,5.82,11.03,3.64,8.86,23.53
-15.71,31.73,5.75,10.95,3.81,9.08,23.84
-14.79,32.37,5.42,10.56,4.19,9.10,23.85
-14.35,32.69,5.31,10.42,4.41,8.96,23.79
-13.92,33.00,5.15,10.22,4.63,8.76,23.61
-13.05,33.57,5.04,10.07,5.04,8.78,23.89
-12.64,33.86,5.06,10.10,5.28,8.78,24.16
-11.78,34.41,5.14,10.21,5.74,8.57,24.52
-10.87,34.90,5.15,10.23,6.11,8.61,24.95
-9.93,35.30,5.07,10.11,6.33,8.88,25.33
-9.45,35.45,4.89,9.87,6.37,9.31,25.55
-8.51,35.71,4.63,9.52,6.41,9.73,25.66
-7.62,35.93,4.24,8.92,6.46,9.81,25.18
-7.20,36.02,4.07,8.64,6.46,9.79,24.89
-6.40,36.20,3.83,8.21,6.52,9.93,24.67
-6.02,36.29,3.83,8.21,6.57,9.73,24.51
-5.27,36.46,3.88,8.30,6.68,9.63,24.60
-4.89,36.53,3.85,8.25,6.71,9.55,24.50
-4.14,36.68,3.61,7.80,6.82,9.71,24.34
-3.41,36.80,3.36,7.30,6.92,9.52,23.75
-3.08,36.87,3.32,7.22,6.99,9.56,23.76
-2.42,36.98,3.48,7.55,7.12,9.41,24.09
-2.08,37.03,3.67,7.92,7.17,9.37,24.46
-1.72,37.09,3.89,8.32,7.25,9.56,25.13
-1.35,37.16,4.13,8.74,7.36,9.37,25.46
-0.53,37.29,4.57,9.42,7.59,9.14,26.15
0.38,37.41,4.85,9.82,7.83,9.13,26.79
1.34,37.56,5.19,10.27,8.16,9.18,27.61
2.37,37.70,5.50,10.66,8.55,8.95,28.16
3.47,37.79,5.50,10.65,8.90,8.85,28.40
4.03,37.80,5.35,10.47,9.03,9.01,28.51
5.10,37.75,4.98,10.00,9.19,9.29,28.48
6.10,37.70,4.53,9.37,9.38,9.49,28.24
6.99,37.59,4.02,8.54,9.47,9.39,27.40
7.78,37.43,3.65,7.88,9.45,9.65,26.98
8.50,37.30,3.57,7.73,9.51,9.99,27.22
9.21,37.18,3.85,8.25,9.61,9.74,27.59
9.97,37.05,4.29,9.00,9.74,9.55,28.30
10.82,36.91,4.80,9.76,9.93,9.44,29.13
11.29,36.83,5.08,10.13,10.05,9.31,29.48
12.29,36.67,5.66,10.85,10.35,9.24,30.43
13.41,36.48,6.24,11.48,10.74,9.09,31.31
14.01,36.38,6.51,11.76,10.97,8.92,31.66
15.29,36.13,6.88,12.11,11.46,8.84,32.41
15.95,35.97,6.88,12.12,11.69,8.82,32.63
16.61,35.77,6.82,12.07,11.87,9.01,32.95
17.90,35.37,6.50,11.75,12.29,9.17,33.21
18.54,35.19,6.27,11.52,12.55,9.03,33.10
19.73,34.84,5.81,11.02,13.08,8.80,32.90
20.85,34.55,5.39,10.52,13.71,8.68,32.92
21.38,34.40,5.14,10.21,14.00,8.33,32.55
21.87,34.24,4.88,9.86,14.27,8.41,32.53
22.80,33.96,4.43,9.21,14.81,8.50,32.52
23.63,33.65,4.04,8.59,14.76,8.33,31.68
24.01,33.49,3.82,8.20,14.59,8.51,31.31
24.36,33.31,3.63,7.85,14.47,8.82,31.15
24.69,33.14,3.45,7.49,14.35,9.07,30.92
25.31,32.84,3.24,7.05,14.08,9.07,30.20
25.61,32.70,3.22,7.00,13.93,8.79,29.72
25.90,32.56,3.20,6.96,13.79,8.66,29.41
26.47,32.27,3.33,7.24,13.53,8.75,29.52
27.07,31.98,3.54,7.66,13.20,8.77,29.63
27.69,31.63,3.42,7.43,12.93,8.53,28.89
28.25,31.24,3.11,6.75,12.76,8.84,28.35
28.72,30.84,2.78,5.94,12.73,9.26,27.93
28.92,30.63,2.62,5.50,12.74,9.80,28.04
29.28,30.25,2.39,4.81,12.80,9.87,27.48
29.63,29.92,2.47,5.08,12.79,9.73,27.60
30.00,29.58,2.86,6.15,12.73,9.90,28.78
30.43,29.20,3.38,7.34,12.65,9.65,29.64
30.94,28.74,3.94,8.41,12.54,9.57,30.52
31.53,28.21,4.52,9.34,12.38,9.48,31.20
31.86,27.92,4.81,9.76,12.28,9.37,31.42
32.21,27.61,5.11,10.17,12.16,9.31,31.64
32.58,27.27,5.39,10.53,12.03,9.25,31.80
32.98,26.93,5.66,10.84,11.85,9.18,31.88
33.39,26.56,5.90,11.12,11.68,9.01,31.81
33.81,26.15,6.06,11.30,11.52,9.07,31.88
34.23,25.72,6.09,11.32,11.38,9.17,31.87
35.00,24.78,5.82,11.03,11.23,9.35,31.61
35.34,24.29,5.61,10.79,11.24,9.72,31.75
35.63,23.80,5.37,10.50,11.30,9.99,31.79
35.89,23.31,5.16,10.23,11.41,9.73,31.37
36.12,22.84,4.94,9.95,11.52,9.48,30.95
36.51,21.92,4.81,9.77,11.82,9.41,31.00
36.90,21.04,4.99,10.01,12.04,9.21,31.26
37.11,20.59,5.16,10.23,12.13,9.41,31.77
37.54,19.65,5.60,10.77,12.25,9.53,32.55
37.79,19.16,5.83,11.04,12.25,9.73,33.03
38.30,18.11,6.25,11.50,12.27,9.98,33.75
38.80,16.97,6.51,11.76,12.30,9.96,34.02
39.34,15.78,6.80,12.04,12.23,9.98,34.25
39.62,15.17,6.99,12.22,12.16,9.76,34.13
40.18,13.89,7.39,12.58,11.97,9.67,34.22
40.74,12.52,7.64,12.79,11.76,9.52,34.07
41.32,11.11,7.82,12.94,11.42,9.50,33.86
41.61,10.40,8.02,13.11,11.22,9.27,33.59
42.22,8.94,8.76,13.67,10.69,9.17,33.52
42.95,7.31,9.14,13.94,9.86,8.94,32.74
43.68,5.63,9.08,13.90,8.93,8.55,31.38
44.00,4.78,9.03,13.86,8.48,8.40,30.74
44.53,3.05,8.53,13.50,7.73,8.52,29.75
44.71,2.20,8.23,13.27,7.47,8.69,29.43
44.84,1.32,7.89,13.00,7.28,9.08,29.36
44.93,0.52,7.55,12.72,7.14,9.32,29.18
44.97,-0.25,7.33,12.53,7.06,9.45,29.04
44.97,-0.94,6.96,12.19,7.04,9.68,28.91
44.93,-1.65,6.60,11.85,7.07,9.85,28.77
44.85,-2.32,6.26,11.50,7.18,9.92,28.60
44.73,-2.95,5.96,11.19,7.34,9.58,28.11
44.60,-3.54,5.69,10.88,7.51,9.32,27.72
44.48,-4.11,5.47,10.62,7.66,9.23,27.51
44.27,-5.17,5.28,10.38,7.86,9.29,27.53
44.17,-5.69,5.28,10.39,7.93,9.55,27.87
43.97,-6.73,5.54,10.71,8.04,9.70,28.45
43.86,-7.26,5.75,10.95,8.08,9.77,28.80
43.55,-8.99,6.39,11.64,8.06,9.84,29.54
43.44,-9.61,6.63,11.88,8.03,9.86,29.77
43.07,-11.60,7.21,12.42,7.79,9.80,30.01
42.94,-12.31,7.25,12.46,7.66,9.54,29.65
42.67,-13.75,8.01,13.10,7.33,9.35,29.78
