1.38,1.64,4.51,-0.12,9.00,8.87
2.26,2.68,5.14,-0.12,9.87,9.75
3.39,3.84,6.40,-0.12,10.80,10.68
4.76,5.27,7.54,-0.12,12.26,12.14
6.34,6.91,7.78,-0.12,14.32,14.20
7.40,8.02,7.08,-0.12,15.94,15.82
8.77,9.50,5.12,-0.12,18.40,18.28
9.72,10.71,4.63,-0.12,20.79,20.67
10.47,11.82,3.87,-0.12,23.21,23.09
11.17,12.73,3.46,-0.12,25.18,25.06
11.63,13.24,2.87,-0.12,26.26,26.14
12.17,13.89,2.36,-0.12,27.72,27.60
12.52,14.43,1.72,-0.12,29.03,28.91
12.84,14.84,1.08,-0.12,29.99,29.86
0.82,0.98,3.65,-0.12,8.51,8.38
1.57,1.87,4.57,-0.12,9.18,9.06
2.15,2.56,4.72,-0.12,9.78,9.66
3.12,3.61,4.54,-0.12,10.66,10.54
4.11,4.43,3.12,-0.12,11.10,10.98
4.83,4.86,1.87,-0.12,11.08,10.96
0.82,0.98,3.65,-0.12,8.51,8.38
1.57,1.86,4.51,-0.12,9.16,9.03
2.55,2.84,5.26,-0.12,9.75,9.63
3.77,3.72,3.95,-0.12,9.87,9.75
4.71,4.20,1.92,-0.12,9.58,9.45
1.04,1.25,4.04,-0.12,8.70,8.57
1.86,2.21,4.63,-0.12,9.47,9.35
2.80,3.35,5.88,-0.12,10.57,10.45
3.87,4.84,7.03,-0.12,12.52,12.40
5.10,6.55,7.67,-0.12,15.10,14.98
6.32,8.54,8.51,-0.12,18.71,18.59
7.33,10.96,9.52,-0.12,24.07,23.96
8.27,13.72,10.11,-0.12,29.25,29.13
9.42,16.45,9.31,-0.12,22.60,22.49
10.85,18.81,9.00,-0.12,17.00,16.88
12.43,21.02,9.20,-0.12,11.68,11.56
13.83,23.39,9.19,-0.12,5.51,5.39
14.52,25.09,9.02,-0.12,0.83,0.71
0,0,0,0,0,0
0.82,0.98,3.65,-0.12,8.51,8.38
1.57,1.86,4.51,-0.12,9.16,9.03
2.55,2.85,5.46,-0.12,9.77,9.65
3.86,3.96,6.67,-0.12,10.33,10.21
5.54,5.17,7.79,-0.12,10.82,10.70
7.60,6.39,8.81,-0.12,11.25,11.13
9.94,7.74,9.74,-0.12,12.18,12.07
12.57,9.05,10.34,-0.12,13.40,13.28
15.39,10.46,11.20,-0.12,15.49,15.37
17.37,11.49,11.20,-0.12,17.54,17.42
19.36,12.53,11.06,-0.12,19.97,19.86
22.36,14.06,11.73,-0.12,24.19,24.07
25.46,15.80,12.40,-0.11,29.72,29.61
28.69,17.72,12.70,-0.11,23.51,23.40
32.06,19.55,13.10,-0.11,16.31,16.20
35.56,21.41,13.66,-0.11,8.38,8.26
0,0,0,0,0,0
1.12,1.34,4.14,-0.12,8.76,8.64
1.96,2.32,4.71,-0.12,9.55,9.43
3.01,3.40,5.98,-0.12,10.35,10.23
4.24,4.79,7.13,-0.12,11.81,11.69
5.79,6.33,7.81,-0.12,13.53,13.41
6.89,7.44,8.28,-0.12,15.01,14.89
7.97,8.69,8.17,-0.12,17.07,16.95
9.29,10.76,8.29,-0.12,21.36,21.24
10.50,12.97,8.76,-0.12,26.48,26.36
11.33,14.52,9.10,-0.12,29.80,29.69
12.63,16.91,8.68,-0.12,23.82,23.71
13.83,19.12,7.37,-0.12,18.11,17.99
14.86,21.05,6.98,-0.12,12.98,12.86
15.74,22.96,7.27,-0.12,7.69,7.57
16.73,24.94,7.81,-0.12,2.18,2.07
0,0,0,0,0,0
0.82,0.98,3.65,-0.12,8.51,8.38
1.57,1.86,4.51,-0.12,9.16,9.03
2.54,2.86,5.46,-0.12,9.82,9.70
3.68,4.14,6.65,-0.12,11.07,10.95
5.13,5.59,7.75,-0.12,12.54,12.42
6.21,6.68,8.01,-0.12,13.87,13.75
7.81,8.54,8.84,-0.12,16.85,16.74
9.59,10.57,9.71,-0.12,20.53,20.42
11.75,12.62,10.38,-0.12,24.38,24.26
14.14,14.48,9.57,-0.12,28.07,27.95
16.62,15.87,9.23,-0.12,29.13,29.01
19.13,17.04,9.12,-0.12,26.48,26.36
21.45,18.38,7.83,-0.12,22.84,22.72
23.16,19.82,6.28,-0.12,18.53,18.41
24.52,21.09,5.85,-0.12,14.61,14.49
25.93,22.13,5.69,-0.12,11.23,11.11
27.35,22.84,3.06,-0.12,8.73,8.61
28.04,23.06,0.06,-0.13,7.86,7.73
28.09,23.07,0.00,-0.13,7.81,7.69
28.09,23.07,0.00,-0.13,7.82,7.70
28.09,23.07,0.00,-0.13,7.83,7.70
28.09,23.07,0.00,-0.13,7.83,7.70
1.04,1.25,4.04,-0.12,8.70,8.57
1.86,2.21,4.63,-0.12,9.47,9.35
2.46,2.94,5.49,-0.12,10.14,10.01
3.17,3.78,6.29,-0.12,11.01,10.89
4.48,5.24,7.38,-0.12,12.61,12.49
5.91,6.94,8.01,-0.12,14.98,14.86
7.22,8.98,8.51,-0.12,18.78,18.66
8.13,11.25,6.81,-0.12,24.00,23.88
8.50,13.14,4.96,-0.12,28.90,28.78
8.74,14.55,3.80,-0.12,27.37,27.25
9.04,15.56,2.75,-0.12,24.80,24.68
9.27,16.36,3.00,-0.12,22.72,22.60
9.53,17.27,3.70,-0.12,20.36,20.24
9.94,18.35,4.27,-0.12,17.60,17.48
10.46,19.50,4.10,-0.12,14.69,14.57
10.90,20.65,4.28,-0.12,11.70,11.57
11.43,21.86,4.87,-0.12,8.55,8.43
11.93,23.27,5.61,-0.12,4.76,4.64
12.58,24.88,6.40,-0.12,0.43,0.31
0,0,0,0,0,0
0.82,0.98,3.65,-0.12,8.51,8.38
1.56,1.87,4.51,-0.12,9.20,9.08
2.38,3.00,5.46,-0.12,10.44,10.32
3.46,4.32,6.66,-0.12,11.88,11.76
4.90,5.80,7.46,-0.12,13.42,13.30
6.45,7.47,8.35,-0.12,15.66,15.54
7.49,8.78,8.78,-0.12,17.89,17.77
8.93,10.94,7.64,-0.12,22.26,22.14
9.98,12.86,5.90,-0.12,26.63,26.51
10.90,14.36,5.63,-0.12,29.90,29.78
11.57,15.27,5.86,-0.12,27.82,27.70
12.64,16.72,6.53,-0.12,24.40,24.28
13.82,18.33,7.05,-0.12,20.42,20.30
15.05,20.02,6.23,-0.12,16.11,15.99
16.02,21.36,2.89,-0.12,12.57,12.44
16.42,21.99,2.32,-0.12,10.85,10.72
16.86,22.60,3.24,-0.12,9.19,9.07
17.45,23.44,3.93,-0.12,6.89,6.77
17.89,24.08,3.86,-0.12,5.11,4.99
18.53,25.05,3.95,-0.12,2.36,2.24
0,0,0,0,0,0
1.04,1.25,4.04,-0.12,8.70,8.57
1.85,2.22,4.62,-0.12,9.49,9.37
2.71,3.41,5.89,-0.12,10.86,10.74
3.80,4.89,6.96,-0.12,12.79,12.67
4.91,6.66,7.43,-0.12,15.65,15.53
5.81,8.76,8.06,-0.12,19.97,19.85
6.30,11.02,6.92,-0.12,25.49,25.37
6.36,13.10,7.00,-0.12,28.86,28.74
6.31,15.23,7.45,-0.12,22.92,22.80
6.27,17.50,7.92,-0.12,16.52,16.40
6.08,19.89,7.66,-0.12,9.59,9.47
5.91,21.57,7.48,-0.12,4.68,4.56
5.74,23.03,5.27,-0.12,0.39,0.27
0,0,0,0,0,0
1.04,1.25,4.04,-0.12,8.70,8.57
1.85,2.22,4.62,-0.12,9.49,9.37
2.41,2.98,5.45,-0.12,10.33,10.21
3.26,4.46,6.61,-0.12,12.55,12.43
4.13,6.24,7.12,-0.12,15.71,15.59
4.78,7.51,7.77,-0.12,18.08,17.96
6.03,9.54,8.76,-0.12,21.81,21.69
7.68,11.67,9.80,-0.12,25.65,25.53
9.73,13.86,10.76,-0.12,29.70,29.59
11.97,16.26,11.63,-0.12,25.25,25.13
14.12,19.07,12.45,-0.11,18.43,18.31
16.07,22.25,12.85,-0.11,9.95,9.84
0,0,0,0,0,0
0.82,0.98,3.65,-0.12,8.51,8.38
1.57,1.87,4.57,-0.12,9.18,9.06
2.15,2.56,4.72,-0.12,9.78,9.66
3.03,3.69,4.97,-0.12,11.01,10.89
4.01,4.84,5.47,-0.12,12.32,12.19
5.09,6.09,5.89,-0.12,13.91,13.79
5.90,6.95,6.46,-0.12,15.01,14.89
6.80,7.87,6.55,-0.12,16.29,16.17
7.66,8.87,7.16,-0.12,17.94,17.82
8.99,10.65,8.27,-0.12,21.38,21.26
10.51,12.69,9.30,-0.12,25.66,25.55
12.34,14.87,9.89,-0.12,29.58,29.46
14.41,16.89,9.12,-0.12,25.00,24.88
16.53,18.58,8.82,-0.12,21.05,20.93
18.00,19.55,8.85,-0.12,18.66,18.55
20.30,20.83,8.68,-0.12,15.34,15.23
22.61,22.06,8.89,-0.12,11.83,11.71
24.99,23.31,9.11,-0.12,7.89,7.77
27.53,24.47,10.06,-0.12,3.82,3.70
0,0,0,0,0,0
0.82,0.98,3.65,-0.12,8.51,8.38
1.57,1.86,4.51,-0.12,9.16,9.03
2.54,2.86,5.46,-0.12,9.82,9.70
3.68,4.14,6.65,-0.12,11.07,10.95
5.15,5.57,7.70,-0.12,12.45,12.33
7.09,6.93,7.99,-0.12,13.35,13.23
9.13,7.89,6.75,-0.12,13.50,13.38
10.38,8.39,6.70,-0.12,13.56,13.44
11.64,8.86,6.80,-0.12,13.68,13.56
12.96,9.25,7.15,-0.12,13.66,13.54
14.34,9.65,7.56,-0.12,13.81,13.69
15.79,10.09,7.70,-0.12,14.19,14.07
18.03,10.87,8.70,-0.12,15.45,15.33
20.42,11.96,9.23,-0.12,18.05,17.94
22.81,13.48,10.19,-0.12,22.45,22.33
25.29,15.37,11.16,-0.12,28.41,28.29
27.97,17.47,12.06,-0.12,24.54,24.43
30.73,19.81,12.52,-0.11,16.31,16.19
33.63,22.29,13.12,-0.11,7.27,7.15
0,0,0,0,0,0
0.82,0.98,3.65,-0.12,8.51,8.38
1.56,1.87,4.51,-0.12,9.20,9.08
2.38,3.00,5.46,-0.12,10.44,10.32
3.46,4.32,6.65,-0.12,11.88,11.76
4.96,5.71,7.46,-0.12,13.10,12.98
6.79,6.90,6.92,-0.12,13.66,13.54
8.61,7.85,6.76,-0.12,13.99,13.87
9.83,8.46,6.87,-0.12,14.34,14.23
11.66,9.41,6.86,-0.12,15.22,15.11
12.91,9.96,7.04,-0.12,15.77,15.65
14.87,10.81,7.32,-0.12,16.84,16.72
16.84,11.79,7.62,-0.12,18.66,18.54
18.99,12.77,8.47,-0.12,20.80,20.68
21.40,13.51,7.71,-0.12,22.57,22.45
22.91,13.72,6.67,-0.12,23.15,23.03
24.87,13.81,5.28,-0.12,23.66,23.53
26.27,13.96,2.65,-0.12,24.44,24.31
27.07,14.05,2.73,-0.12,24.93,24.81
27.93,14.12,3.44,-0.12,25.50,25.38
29.01,14.15,4.27,-0.12,26.06,25.94
30.33,14.28,4.89,-0.12,27.15,27.03
31.75,14.54,4.17,-0.12,28.83,28.71
32.87,14.83,2.98,-0.12,29.52,29.39
33.75,15.01,3.12,-0.12,28.32,28.20
34.70,15.26,3.79,-0.12,26.79,26.67
35.82,15.66,4.61,-0.12,24.65,24.53
37.18,16.09,5.49,-0.12,22.10,21.98
38.83,16.49,6.37,-0.12,19.24,19.12
40.65,17.03,6.88,-0.12,15.66,15.54
42.59,17.89,8.01,-0.12,10.91,10.80
44.06,18.71,8.31,-0.12,6.80,6.68
45.51,19.61,8.44,-0.12,2.43,2.31
0,0,0,0,0,0
0.82,0.98,3.65,-0.12,8.51,8.38
1.57,1.87,4.57,-0.12,9.18,9.06
2.15,2.56,4.55,-0.12,9.78,9.66
2.98,3.56,3.71,-0.12,10.79,10.67
3.61,4.48,3.37,-0.12,12.03,11.90
4.03,5.31,1.87,-0.12,13.48,13.36
1.04,1.25,4.04,-0.12,8.70,8.57
1.57,1.87,4.52,-0.12,9.18,9.06
2.51,2.89,5.45,-0.12,9.93,9.81
3.82,3.99,6.67,-0.12,10.45,10.33
5.50,5.20,7.78,-0.12,10.97,10.85
7.40,6.65,8.78,-0.12,12.21,12.09
9.54,8.20,9.39,-0.12,13.91,13.79
11.80,9.97,9.98,-0.12,16.71,16.59
14.12,11.89,10.46,-0.12,20.49,20.37
16.70,13.80,11.46,-0.12,24.69,24.57
19.51,15.86,12.32,-0.11,29.91,29.79
22.59,17.98,12.72,-0.11,24.05,23.93
25.97,19.78,13.12,-0.11,18.27,18.15
29.64,21.30,13.72,-0.11,12.46,12.35
33.41,23.03,14.36,-0.11,5.23,5.11
0,0,0,0,0,0
0.85,1.02,3.71,-0.12,8.53,8.41
1.61,1.93,4.56,-0.12,9.25,9.12
2.41,3.07,5.24,-0.12,10.57,10.44
3.08,4.45,3.97,-0.12,12.84,12.72
3.37,5.48,2.12,-0.12,14.95,14.83
3.53,6.00,1.49,-0.12,16.05,15.92
0.82,0.98,3.65,-0.12,8.51,8.38
1.57,1.86,4.51,-0.12,9.16,9.03
2.54,2.86,5.46,-0.12,9.82,9.70
3.68,4.14,6.67,-0.12,11.07,10.95
5.05,5.68,7.63,-0.12,12.89,12.77
6.60,7.39,8.44,-0.12,15.26,15.14
7.72,8.65,8.77,-0.12,17.26,17.14
9.45,10.73,9.77,-0.12,21.12,21.00
11.14,13.19,10.68,-0.12,26.54,26.43
12.60,16.10,11.55,-0.12,26.17,26.06
13.88,19.38,12.21,-0.11,17.39,17.27
15.05,22.87,12.89,-0.11,7.65,7.53
0,0,0,0,0,0
1.04,1.25,4.04,-0.12,8.70,8.57
1.57,1.87,4.52,-0.12,9.18,9.06
2.46,2.94,5.48,-0.12,10.16,10.04
3.11,3.83,6.30,-0.12,11.24,11.12
4.28,5.39,7.12,-0.12,13.31,13.19
5.74,7.01,8.08,-0.12,15.40,15.28
7.55,8.68,8.53,-0.12,17.53,17.42
9.60,10.22,9.02,-0.12,19.54,19.42
12.04,11.52,10.09,-0.12,20.98,20.86
13.89,12.33,10.73,-0.12,21.94,21.82
16.90,13.62,11.45,-0.12,24.06,23.94
20.13,14.81,11.76,-0.12,26.63,26.52
23.56,15.76,12.37,-0.11,29.32,29.21
27.19,16.71,13.05,-0.11,27.09,26.98
31.02,17.67,13.75,-0.11,22.46,22.34
35.04,18.76,14.18,-0.11,16.42,16.31
39.18,19.92,14.86,-0.11,9.26,9.15
43.57,20.82,15.15,-0.11,1.70,1.58
0,0,0,0,0,0
1.04,1.25,4.04,-0.12,8.70,8.57
1.86,2.21,4.62,-0.12,9.45,9.33
2.51,2.89,5.45,-0.12,9.93,9.81
3.84,3.96,6.63,-0.12,10.37,10.25
5.63,4.97,7.49,-0.12,10.17,10.05
7.70,5.70,6.96,-0.12,9.24,9.12
9.68,6.30,6.79,-0.12,8.48,8.36
11.58,7.08,7.17,-0.12,8.68,8.56
13.51,8.09,7.78,-0.12,9.85,9.74
15.60,9.11,8.28,-0.12,11.41,11.29
17.86,10.21,8.86,-0.12,13.55,13.43
19.42,11.06,9.42,-0.12,15.58,15.46
21.87,12.52,9.98,-0.12,19.56,19.45
24.39,14.20,10.75,-0.12,24.73,24.62
27.13,16.01,11.48,-0.12,29.19,29.08
29.11,17.15,11.27,-0.12,25.01,24.90
31.11,18.20,11.21,-0.12,20.84,20.73
33.10,19.22,11.08,-0.12,16.59,16.47
35.09,20.21,11.16,-0.12,12.21,12.10
37.08,21.23,11.43,-0.12,7.59,7.47
0,0,0,0,0,0
0.89,1.06,3.76,-0.12,8.56,8.44
1.66,1.97,4.67,-0.12,9.24,9.12
2.66,2.98,5.56,-0.12,9.90,9.78
3.98,4.12,6.78,-0.12,10.54,10.43
5.50,5.55,7.86,-0.12,11.89,11.77
7.25,7.19,8.45,-0.12,13.87,13.75
8.43,8.40,8.92,-0.12,15.73,15.62
9.58,9.76,9.36,-0.12,18.24,18.12
11.22,12.07,9.33,-0.12,23.24,23.12
12.46,14.56,8.98,-0.12,29.45,29.33
13.16,17.10,8.18,-0.12,23.63,23.51
13.60,19.49,7.84,-0.12,16.90,16.78
13.81,21.05,7.96,-0.12,12.43,12.31
13.93,23.45,8.40,-0.12,5.41,5.29
0,0,0,0,0,0
1.04,1.25,4.04,-0.12,8.70,8.57
1.57,1.87,4.52,-0.12,9.18,9.06
2.50,2.90,5.47,-0.12,10.00,9.88
3.23,3.73,6.22,-0.12,10.78,10.66
4.49,5.17,6.94,-0.12,12.40,12.28
5.75,6.79,6.64,-0.12,14.80,14.68
6.48,7.90,5.98,-0.12,16.78,16.66
7.25,9.49,5.52,-0.12,20.14,20.02
7.69,11.12,5.68,-0.12,24.12,24.00
7.86,12.87,6.06,-0.12,28.81,28.69
7.72,14.63,4.35,-0.12,26.10,25.98
7.45,15.70,0.98,-0.12,22.83,22.70
0.82,0.98,3.65,-0.12,8.51,8.38
1.56,1.87,4.51,-0.12,9.20,9.08
2.36,3.00,5.29,-0.12,10.48,10.36
3.14,4.31,4.70,-0.12,12.36,12.24
3.94,5.47,4.98,-0.12,14.03,13.90
4.56,6.24,5.05,-0.12,15.08,14.96
5.25,6.96,5.02,-0.12,15.96,15.84
5.97,7.68,5.12,-0.12,16.86,16.74
7.02,8.84,5.81,-0.12,18.65,18.53
8.28,10.11,6.35,-0.12,20.63,20.51
9.74,11.32,6.18,-0.12,22.50,22.38
10.66,12.15,6.12,-0.12,23.96,23.84
12.06,13.35,6.41,-0.12,26.23,26.11
13.68,14.45,6.73,-0.12,28.26,28.14
15.50,15.25,6.34,-0.12,29.56,29.44
17.34,15.70,6.27,-0.12,29.91,29.79
19.20,16.11,6.43,-0.12,29.28,29.16
20.99,16.70,5.94,-0.12,27.82,27.70
22.67,17.27,5.81,-0.12,26.20,26.08
24.34,17.84,6.25,-0.12,24.37,24.25
26.10,18.59,6.68,-0.12,21.79,21.67
27.82,19.53,5.24,-0.12,18.46,18.34
28.94,20.29,1.78,-0.12,15.75,15.63
29.21,20.53,-0.01,-0.13,14.93,14.80
29.21,20.53,-0.00,-0.13,14.92,14.80
0.82,0.98,3.65,-0.12,8.51,8.38
1.57,1.87,4.57,-0.12,9.18,9.06
2.15,2.56,4.72,-0.12,9.78,9.66
3.01,3.70,4.55,-0.12,11.07,10.95
3.72,4.79,3.80,-0.12,12.66,12.54
4.39,5.68,3.81,-0.12,13.89,13.77
5.20,6.53,4.39,-0.12,14.90,14.78
5.80,7.17,4.79,-0.12,15.75,15.63
6.45,7.90,4.99,-0.12,16.82,16.70
7.50,9.02,5.83,-0.12,18.54,18.42
8.61,10.34,6.11,-0.12,20.90,20.78
9.60,11.86,5.98,-0.12,24.15,24.03
10.44,13.46,6.34,-0.12,27.92,27.80
11.40,15.13,6.47,-0.12,28.08,27.96
12.35,16.82,6.57,-0.12,23.89,23.77
13.20,18.63,6.82,-0.12,19.18,19.06
13.88,20.52,6.38,-0.12,14.00,13.88
14.36,22.36,6.27,-0.12,8.83,8.71
14.93,24.17,6.68,-0.12,3.74,3.63
0,0,0,0,0,0
1.04,1.25,4.04,-0.12,8.70,8.57
1.57,1.87,4.71,-0.12,9.18,9.06
2.49,2.98,5.44,-0.12,10.20,10.08
3.13,3.86,5.92,-0.12,11.27,11.15
4.22,5.30,6.30,-0.12,13.17,13.05
5.46,6.67,5.99,-0.12,14.88,14.76
6.32,7.48,5.90,-0.12,15.87,15.75
7.19,8.29,5.90,-0.12,16.93,16.81
